neighbourhood,longitude,room_type,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price
39.0,-73.91315,0.0,13.0,0.0,4.0,191.0,35
6.0,-73.934,1.0,4.0,54.0,1.0,0.0,101
6.0,-73.94288,0.0,3.0,3.0,1.0,0.0,40
117.0,-73.96602,1.0,2.0,22.0,2.0,83.0,149
12.0,-73.94751,0.0,1.0,1.0,1.0,0.0,66
34.0,-73.98642,1.0,2.0,6.0,1.0,3.0,300
79.0,-74.01147,1.0,1.0,0.0,1.0,0.0,75
16.0,-73.98111,1.0,4.0,23.0,2.0,262.0,125
2.0,-73.9467,0.0,2.0,9.0,1.0,0.0,51
93.0,-74.07758,0.0,1.0,7.0,1.0,365.0,57
47.0,-73.87456,1.0,13.0,1.0,1.0,323.0,100
21.0,-73.93146,0.0,2.0,23.0,2.0,0.0,45
28.0,-73.95443,1.0,1.0,15.0,1.0,0.0,175
13.0,-73.97572,1.0,2.0,21.0,3.0,3.0,150
8.0,-73.96458,0.0,1.0,70.0,2.0,331.0,99
6.0,-73.93773,0.0,1.0,29.0,4.0,288.0,118
63.0,-73.85479,1.0,2.0,11.0,1.0,172.0,175
6.0,-73.95453,0.0,1.0,2.0,1.0,0.0,72
2.0,-73.95568,0.0,2.0,36.0,4.0,133.0,60
1.0,-73.97783,1.0,1.0,0.0,1.0,364.0,350
49.0,-73.90935,0.0,2.0,2.0,2.0,74.0,69
15.0,-73.95835,0.0,2.0,0.0,1.0,0.0,90
83.0,-73.88293,0.0,13.0,55.0,2.0,89.0,68
49.0,-73.91247,0.0,1.0,0.0,1.0,0.0,80
37.0,-73.80899,0.0,2.0,18.0,1.0,60.0,85
12.0,-73.96317,0.0,7.0,0.0,1.0,0.0,60
45.0,-73.95978,0.0,7.0,1.0,1.0,0.0,200
16.0,-73.97598,1.0,3.0,33.0,2.0,305.0,165
1.0,-73.98772,0.0,2.0,8.0,1.0,0.0,110
20.0,-73.95775,1.0,4.0,1.0,1.0,168.0,650
18.0,-73.92726,0.0,2.0,1.0,4.0,335.0,125
2.0,-73.94982,1.0,4.0,70.0,2.0,261.0,185
8.0,-73.96126,0.0,13.0,0.0,4.0,317.0,60
14.0,-74.00165,1.0,13.0,2.0,1.0,177.0,249
19.0,-73.98198,1.0,1.0,3.0,1.0,84.0,145
64.0,-73.99466,1.0,13.0,7.0,4.0,66.0,142
19.0,-73.98043,0.0,10.0,6.0,1.0,0.0,72
12.0,-73.95189,0.0,4.0,5.0,3.0,61.0,40
1.0,-73.98298,1.0,13.0,0.0,4.0,325.0,279
90.0,-74.03628,1.0,13.0,25.0,2.0,188.0,65
79.0,-74.01944,0.0,5.0,70.0,4.0,0.0,41
15.0,-73.95793,0.0,1.0,13.0,1.0,0.0,75
56.0,-73.92316,0.0,1.0,70.0,4.0,276.0,55
6.0,-73.94406,0.0,2.0,24.0,1.0,1.0,40
20.0,-73.94781,0.0,7.0,0.0,1.0,0.0,200
18.0,-73.92626,1.0,3.0,5.0,1.0,8.0,140
10.0,-73.98627,1.0,3.0,70.0,1.0,204.0,158
82.0,-73.96523,0.0,13.0,1.0,1.0,342.0,40
111.0,-73.99612,0.0,1.0,70.0,4.0,74.0,47
49.0,-73.91947,1.0,1.0,69.0,1.0,233.0,73
72.0,-73.91958,1.0,4.0,6.0,1.0,346.0,150
32.0,-73.99443,0.0,2.0,70.0,1.0,298.0,129
28.0,-73.95287,0.0,5.0,0.0,1.0,116.0,1250
1.0,-73.9727,1.0,3.0,11.0,3.0,3.0,374
11.0,-74.00369,1.0,2.0,3.0,1.0,260.0,450
19.0,-73.98367,0.0,3.0,1.0,3.0,0.0,100
16.0,-73.9747,1.0,4.0,0.0,1.0,19.0,945
20.0,-73.95689,1.0,5.0,1.0,1.0,0.0,150
18.0,-73.9225,0.0,2.0,4.0,1.0,0.0,55
31.0,-73.90434,0.0,1.0,0.0,1.0,0.0,50
8.0,-73.97312,1.0,13.0,9.0,4.0,127.0,125
56.0,-73.90977,0.0,1.0,66.0,1.0,19.0,60
19.0,-73.97706,1.0,2.0,9.0,1.0,0.0,400
6.0,-73.94437,0.0,2.0,3.0,1.0,0.0,50
14.0,-73.99702,0.0,2.0,70.0,1.0,268.0,176
112.0,-73.7726,0.0,13.0,22.0,2.0,145.0,30
23.0,-73.99351,1.0,3.0,41.0,2.0,147.0,250
12.0,-73.94034,0.0,3.0,0.0,1.0,0.0,65
12.0,-73.95713,1.0,6.0,3.0,1.0,0.0,100
14.0,-74.00201,1.0,1.0,0.0,1.0,0.0,180
2.0,-73.93855,0.0,1.0,1.0,1.0,116.0,50
56.0,-73.92382,0.0,13.0,0.0,4.0,0.0,54
59.0,-73.90193,1.0,13.0,4.0,2.0,346.0,90
2.0,-73.93984,1.0,2.0,3.0,4.0,180.0,400
6.0,-73.95579,0.0,4.0,0.0,4.0,29.0,58
6.0,-73.95809,0.0,2.0,19.0,1.0,220.0,54
8.0,-73.97529,1.0,13.0,8.0,4.0,301.0,133
45.0,-73.95849,0.0,3.0,47.0,4.0,0.0,85
25.0,-73.93889,0.0,1.0,0.0,1.0,6.0,46
68.0,-73.98089,1.0,13.0,0.0,4.0,242.0,239
1.0,-73.97191,1.0,4.0,0.0,1.0,0.0,500
26.0,-73.98044,1.0,5.0,53.0,1.0,0.0,199
19.0,-73.98455,1.0,1.0,1.0,1.0,0.0,230
3.0,-73.96724,0.0,1.0,8.0,4.0,365.0,179
1.0,-73.9715,0.0,2.0,0.0,1.0,0.0,160
2.0,-73.95206,0.0,1.0,1.0,4.0,364.0,69
90.0,-74.01784,0.0,1.0,40.0,2.0,169.0,65
2.0,-73.95308,0.0,4.0,0.0,1.0,88.0,150
11.0,-74.00433,1.0,2.0,0.0,1.0,0.0,300
21.0,-73.90485,0.0,4.0,3.0,1.0,0.0,49
9.0,-73.99794,1.0,2.0,3.0,1.0,0.0,290
14.0,-73.99913,1.0,1.0,70.0,1.0,33.0,225
77.0,-74.01165,0.0,2.0,2.0,1.0,0.0,127
2.0,-73.95273,1.0,3.0,34.0,1.0,198.0,170
20.0,-73.94233,1.0,4.0,4.0,1.0,0.0,250
24.0,-73.96066,0.0,4.0,12.0,1.0,330.0,110
79.0,-74.00347,1.0,2.0,4.0,1.0,0.0,115
2.0,-73.95244,1.0,4.0,7.0,2.0,244.0,400
6.0,-73.91188,2.0,4.0,70.0,3.0,0.0,31
11.0,-74.00184,1.0,6.0,11.0,1.0,0.0,175
29.0,-73.97449,1.0,2.0,19.0,1.0,0.0,179
118.0,-73.84198,0.0,1.0,70.0,1.0,79.0,59
83.0,-73.88399,0.0,2.0,20.0,1.0,80.0,42
2.0,-73.93715,1.0,1.0,0.0,1.0,0.0,131
2.0,-73.94969,1.0,2.0,24.0,2.0,263.0,247
1.0,-73.97059,1.0,13.0,0.0,4.0,156.0,135
54.0,-73.93634,0.0,5.0,4.0,1.0,0.0,21
2.0,-73.945,1.0,13.0,5.0,1.0,188.0,77
68.0,-73.98234,0.0,5.0,7.0,1.0,0.0,65
16.0,-73.97596,0.0,2.0,70.0,3.0,0.0,115
19.0,-73.98411,1.0,5.0,1.0,1.0,0.0,230
16.0,-73.97902,1.0,1.0,0.0,1.0,0.0,300
22.0,-73.96436,2.0,1.0,48.0,1.0,17.0,40
22.0,-73.95849,0.0,8.0,0.0,3.0,0.0,49
12.0,-73.96001,1.0,2.0,6.0,1.0,4.0,155
2.0,-73.93952,0.0,2.0,9.0,2.0,280.0,60
28.0,-73.94728,1.0,3.0,8.0,1.0,0.0,125
19.0,-73.98319,0.0,13.0,0.0,1.0,22.0,78
19.0,-73.98269,1.0,3.0,4.0,1.0,13.0,78
15.0,-73.93368,0.0,1.0,70.0,3.0,185.0,65
12.0,-73.95086,0.0,3.0,1.0,1.0,0.0,90
21.0,-73.90694,1.0,2.0,1.0,4.0,347.0,125
6.0,-73.95217,0.0,13.0,13.0,4.0,333.0,65
12.0,-73.96307,0.0,1.0,66.0,2.0,84.0,129
71.0,-73.98599,1.0,1.0,3.0,1.0,127.0,249
12.0,-73.95461,1.0,1.0,70.0,1.0,193.0,120
56.0,-73.9222,1.0,1.0,0.0,1.0,0.0,189
3.0,-73.96691,0.0,7.0,4.0,1.0,0.0,50
6.0,-73.95277,1.0,1.0,0.0,1.0,0.0,115
6.0,-73.93916,1.0,5.0,25.0,1.0,127.0,165
7.0,-73.99306,1.0,3.0,3.0,1.0,0.0,250
19.0,-73.98525,1.0,13.0,7.0,1.0,339.0,122
28.0,-73.94822,0.0,3.0,5.0,1.0,0.0,100
22.0,-73.9664,0.0,5.0,3.0,1.0,0.0,45
27.0,-74.00254,1.0,1.0,1.0,1.0,0.0,185
21.0,-73.92867,1.0,3.0,3.0,1.0,66.0,70
6.0,-73.95466,1.0,2.0,6.0,1.0,6.0,115
12.0,-73.96436,1.0,1.0,0.0,1.0,0.0,220
2.0,-73.94156,1.0,2.0,1.0,1.0,0.0,200
14.0,-73.99563,0.0,3.0,0.0,1.0,0.0,80
7.0,-73.99245,1.0,7.0,31.0,3.0,11.0,269
24.0,-73.96035,1.0,3.0,15.0,1.0,0.0,100
113.0,-73.98467,0.0,1.0,0.0,1.0,16.0,39
42.0,-73.92882,0.0,3.0,17.0,2.0,66.0,60
3.0,-73.96766,1.0,13.0,20.0,1.0,41.0,135
13.0,-73.97545,1.0,13.0,1.0,1.0,188.0,200
14.0,-74.00175,0.0,2.0,0.0,1.0,0.0,125
193.0,-73.98465,1.0,2.0,63.0,4.0,140.0,115
2.0,-73.95106,1.0,1.0,25.0,1.0,0.0,85
21.0,-73.90313,0.0,1.0,6.0,1.0,52.0,60
19.0,-73.97747,0.0,5.0,70.0,1.0,80.0,85
12.0,-73.94527,0.0,1.0,0.0,1.0,0.0,85
7.0,-73.99167,1.0,3.0,0.0,1.0,188.0,170
29.0,-73.96669,1.0,1.0,44.0,1.0,7.0,126
2.0,-73.95144,0.0,1.0,37.0,1.0,0.0,50
6.0,-73.93702,1.0,3.0,70.0,1.0,80.0,165
6.0,-73.95251,0.0,1.0,0.0,1.0,5.0,80
12.0,-73.95736,1.0,3.0,8.0,1.0,0.0,110
19.0,-73.98701,1.0,2.0,1.0,1.0,0.0,600
70.0,-73.87637,1.0,1.0,43.0,1.0,161.0,85
21.0,-73.92764,0.0,2.0,1.0,1.0,0.0,60
15.0,-73.94981,0.0,5.0,16.0,2.0,38.0,43
124.0,-73.83688,0.0,3.0,0.0,1.0,88.0,85
28.0,-73.96105,1.0,13.0,0.0,4.0,364.0,160
28.0,-73.95328,1.0,3.0,1.0,1.0,17.0,199
14.0,-73.99599,1.0,13.0,0.0,4.0,279.0,202
71.0,-73.98531,1.0,2.0,1.0,1.0,0.0,205
43.0,-74.0096,1.0,7.0,14.0,2.0,305.0,240
28.0,-73.95766,1.0,1.0,3.0,1.0,0.0,110
21.0,-73.92372,0.0,2.0,0.0,1.0,0.0,50
12.0,-73.95739,0.0,1.0,1.0,1.0,46.0,70
6.0,-73.94829,0.0,4.0,0.0,1.0,0.0,45
1.0,-73.97185,0.0,2.0,1.0,4.0,365.0,799
11.0,-74.00583,0.0,2.0,0.0,1.0,32.0,200
21.0,-73.9168,0.0,1.0,31.0,3.0,134.0,65
3.0,-73.96526,1.0,3.0,15.0,1.0,43.0,250
21.0,-73.92031,1.0,7.0,0.0,1.0,0.0,152
2.0,-73.94829,0.0,4.0,19.0,2.0,10.0,45
15.0,-73.92968,0.0,1.0,12.0,1.0,150.0,45
205.0,-73.83431,0.0,3.0,19.0,3.0,166.0,75
6.0,-73.94676,1.0,2.0,0.0,2.0,112.0,140
29.0,-73.96518,0.0,1.0,5.0,1.0,0.0,60
18.0,-73.92183,1.0,2.0,6.0,1.0,0.0,195
6.0,-73.93339,0.0,2.0,1.0,1.0,0.0,40
7.0,-73.99074,1.0,2.0,0.0,1.0,270.0,225
2.0,-73.9425,1.0,4.0,9.0,1.0,89.0,112
26.0,-73.98039,1.0,4.0,0.0,1.0,8.0,55
30.0,-73.94588,1.0,2.0,2.0,1.0,321.0,125
79.0,-74.01096,1.0,1.0,5.0,1.0,179.0,450
124.0,-73.82449,0.0,1.0,70.0,4.0,0.0,50
21.0,-73.91991,0.0,7.0,1.0,1.0,0.0,35
21.0,-73.92099,0.0,2.0,9.0,1.0,0.0,65
54.0,-73.94532,0.0,7.0,2.0,4.0,151.0,40
152.0,-73.77069,0.0,1.0,14.0,4.0,163.0,85
11.0,-74.00343,0.0,1.0,2.0,4.0,334.0,999
23.0,-73.99095,0.0,1.0,0.0,1.0,1.0,250
8.0,-73.97388,1.0,3.0,3.0,2.0,0.0,200
90.0,-74.03489,1.0,3.0,38.0,1.0,192.0,80
22.0,-73.9624,1.0,1.0,0.0,1.0,0.0,100
60.0,-73.99776,0.0,3.0,70.0,2.0,60.0,95
15.0,-73.94377,1.0,13.0,70.0,1.0,339.0,500
7.0,-73.99781,1.0,1.0,9.0,1.0,190.0,200
7.0,-73.99784,0.0,1.0,6.0,4.0,87.0,249
2.0,-73.93809,0.0,2.0,16.0,1.0,363.0,60
21.0,-73.92383,0.0,1.0,2.0,1.0,0.0,45
8.0,-73.97633,1.0,2.0,13.0,1.0,0.0,249
15.0,-73.95277,1.0,7.0,12.0,1.0,0.0,135
15.0,-73.95179,1.0,13.0,0.0,1.0,363.0,2100
15.0,-73.95117,1.0,2.0,14.0,2.0,0.0,85
6.0,-73.95042,0.0,13.0,11.0,4.0,361.0,60
8.0,-73.96683,1.0,5.0,8.0,1.0,123.0,450
2.0,-73.95305,0.0,1.0,0.0,1.0,0.0,65
6.0,-73.92751,0.0,1.0,12.0,1.0,179.0,65
14.0,-73.99211,0.0,1.0,17.0,4.0,324.0,100
21.0,-73.93032,0.0,7.0,0.0,1.0,0.0,48
7.0,-73.98853,2.0,1.0,8.0,4.0,361.0,75
37.0,-73.81875,1.0,1.0,12.0,4.0,159.0,96
6.0,-73.95806,0.0,13.0,2.0,4.0,189.0,50
49.0,-73.90993,0.0,1.0,2.0,1.0,0.0,35
6.0,-73.92416,0.0,2.0,1.0,1.0,4.0,35
56.0,-73.91458,0.0,6.0,7.0,1.0,2.0,52
21.0,-73.91295,1.0,13.0,3.0,1.0,66.0,86
92.0,-73.91151,1.0,2.0,8.0,1.0,71.0,360
100.0,-73.89339,0.0,2.0,32.0,3.0,76.0,55
30.0,-73.93013,1.0,2.0,38.0,4.0,176.0,140
12.0,-73.9474,1.0,4.0,52.0,1.0,321.0,130
8.0,-73.97179,1.0,1.0,8.0,1.0,87.0,165
12.0,-73.95592,0.0,13.0,3.0,1.0,0.0,70
46.0,-73.76844,0.0,1.0,19.0,2.0,177.0,80
22.0,-73.9641,1.0,6.0,0.0,1.0,0.0,165
83.0,-73.8862,0.0,3.0,3.0,2.0,132.0,45
7.0,-73.98871,1.0,7.0,0.0,1.0,5.0,145
14.0,-73.99183,1.0,13.0,0.0,4.0,164.0,129
45.0,-73.96441,1.0,5.0,1.0,1.0,0.0,125
22.0,-73.96207,1.0,6.0,70.0,1.0,3.0,70
6.0,-73.94205,1.0,2.0,49.0,3.0,319.0,133
1.0,-73.97172,1.0,1.0,2.0,1.0,0.0,300
64.0,-73.99454,1.0,1.0,9.0,1.0,11.0,140
15.0,-73.95205,1.0,1.0,7.0,1.0,6.0,105
21.0,-73.92266,1.0,13.0,0.0,1.0,0.0,100
8.0,-73.97005,1.0,3.0,0.0,1.0,0.0,175
45.0,-73.96515,1.0,5.0,1.0,1.0,0.0,150
30.0,-73.932,0.0,2.0,60.0,1.0,60.0,60
19.0,-73.98252,1.0,2.0,5.0,1.0,0.0,90
16.0,-73.97258,1.0,3.0,41.0,1.0,1.0,200
8.0,-73.99027,0.0,1.0,7.0,1.0,0.0,99
1.0,-73.96243,1.0,1.0,1.0,1.0,0.0,170
20.0,-73.95539,1.0,1.0,63.0,4.0,0.0,119
37.0,-73.80071,1.0,1.0,70.0,1.0,121.0,69
7.0,-73.98676,1.0,3.0,13.0,1.0,4.0,199
6.0,-73.95392,1.0,7.0,70.0,2.0,364.0,122
162.0,-73.85777,2.0,1.0,34.0,4.0,362.0,37
21.0,-73.91226,0.0,1.0,29.0,1.0,82.0,85
10.0,-73.97912,1.0,3.0,62.0,1.0,213.0,175
12.0,-73.95997,1.0,2.0,9.0,1.0,157.0,160
26.0,-73.97565,0.0,3.0,2.0,2.0,0.0,70
12.0,-73.95377,1.0,4.0,0.0,1.0,23.0,180
34.0,-73.98802,1.0,2.0,45.0,1.0,58.0,130
1.0,-73.96906,1.0,2.0,10.0,1.0,103.0,199
7.0,-73.99197,0.0,1.0,0.0,1.0,0.0,295
23.0,-73.98968,0.0,2.0,7.0,4.0,365.0,78
11.0,-74.00143,1.0,2.0,1.0,1.0,0.0,135
20.0,-73.95548,1.0,1.0,0.0,1.0,0.0,189
63.0,-73.85434,1.0,2.0,70.0,2.0,106.0,95
21.0,-73.92057,1.0,3.0,70.0,2.0,247.0,172
133.0,-73.85867,2.0,1.0,18.0,2.0,342.0,26
6.0,-73.95798,1.0,13.0,6.0,1.0,0.0,129
11.0,-74.00314,1.0,4.0,1.0,1.0,0.0,120
7.0,-73.98573,1.0,4.0,1.0,1.0,0.0,190
2.0,-73.94973,1.0,2.0,70.0,2.0,270.0,100
16.0,-73.97771,1.0,5.0,0.0,1.0,8.0,100
23.0,-73.99431,0.0,13.0,0.0,4.0,339.0,76
193.0,-73.98553,1.0,1.0,5.0,4.0,364.0,450
44.0,-73.89873,0.0,13.0,0.0,1.0,266.0,100
6.0,-73.90886,0.0,13.0,0.0,2.0,250.0,26
6.0,-73.95563,1.0,2.0,70.0,1.0,338.0,119
1.0,-73.98475,1.0,13.0,0.0,1.0,365.0,250
14.0,-73.99476,1.0,2.0,1.0,1.0,0.0,289
114.0,-73.93176,2.0,1.0,4.0,4.0,64.0,28
6.0,-73.93799,1.0,3.0,2.0,1.0,0.0,190
21.0,-73.91938,0.0,2.0,29.0,2.0,143.0,53
8.0,-73.98355,1.0,7.0,8.0,1.0,38.0,240
21.0,-73.90509,0.0,2.0,22.0,4.0,348.0,65
29.0,-73.96824,1.0,5.0,1.0,2.0,0.0,149
20.0,-73.94125,1.0,1.0,1.0,1.0,0.0,100
12.0,-73.942,1.0,2.0,5.0,2.0,0.0,150
28.0,-73.96166,1.0,5.0,10.0,1.0,0.0,150
2.0,-73.94121,1.0,13.0,0.0,1.0,0.0,121
12.0,-73.94208,0.0,3.0,6.0,1.0,0.0,75
44.0,-73.91088,0.0,3.0,0.0,1.0,0.0,65
4.0,-73.94741,1.0,4.0,44.0,1.0,38.0,115
73.0,-73.94132,1.0,7.0,0.0,1.0,342.0,179
2.0,-73.94803,0.0,1.0,0.0,1.0,0.0,50
19.0,-73.98705,1.0,3.0,18.0,1.0,20.0,100
8.0,-73.96748,1.0,8.0,3.0,1.0,0.0,185
12.0,-73.96402,1.0,2.0,34.0,2.0,330.0,260
111.0,-74.00522,0.0,1.0,1.0,4.0,360.0,75
45.0,-73.96268,1.0,1.0,0.0,1.0,0.0,60
24.0,-73.94475,1.0,3.0,19.0,1.0,0.0,170
2.0,-73.95334,0.0,2.0,13.0,4.0,112.0,69
79.0,-73.99257,1.0,10.0,5.0,1.0,0.0,100
43.0,-74.00593,0.0,2.0,70.0,1.0,246.0,120
68.0,-73.98456,1.0,2.0,4.0,1.0,0.0,250
6.0,-73.95139,0.0,2.0,1.0,2.0,189.0,60
12.0,-73.96439,1.0,4.0,2.0,2.0,128.0,190
1.0,-73.97221,0.0,3.0,2.0,4.0,365.0,699
7.0,-73.99374,1.0,2.0,3.0,2.0,221.0,279
56.0,-73.92433,0.0,1.0,70.0,4.0,283.0,45
45.0,-73.95829,0.0,2.0,16.0,1.0,38.0,100
11.0,-74.00752,1.0,1.0,0.0,1.0,0.0,250
27.0,-73.99816,1.0,5.0,2.0,1.0,2.0,495
2.0,-73.95527,0.0,8.0,29.0,4.0,54.0,40
12.0,-73.93997,0.0,3.0,70.0,1.0,289.0,96
2.0,-73.9441,0.0,5.0,34.0,1.0,86.0,89
30.0,-73.94186,0.0,1.0,2.0,1.0,270.0,109
159.0,-73.76377,0.0,1.0,1.0,1.0,90.0,60
30.0,-73.9468,1.0,4.0,2.0,1.0,0.0,215
29.0,-73.97157,1.0,2.0,0.0,3.0,84.0,70
30.0,-73.94664,0.0,2.0,2.0,1.0,0.0,75
80.0,-73.92308,0.0,1.0,2.0,1.0,177.0,100
88.0,-73.86049,0.0,2.0,16.0,3.0,156.0,35
2.0,-73.95417,1.0,3.0,0.0,1.0,205.0,202
19.0,-73.98854,0.0,3.0,2.0,1.0,0.0,125
21.0,-73.93042,1.0,5.0,70.0,2.0,275.0,145
19.0,-73.99,1.0,5.0,16.0,2.0,0.0,159
12.0,-73.96326,1.0,1.0,63.0,1.0,270.0,200
10.0,-73.98367,0.0,4.0,5.0,1.0,0.0,150
25.0,-73.94691,0.0,1.0,70.0,2.0,50.0,89
23.0,-73.9847,1.0,5.0,20.0,1.0,0.0,160
114.0,-73.93015,1.0,1.0,25.0,1.0,39.0,100
7.0,-73.99214,0.0,1.0,70.0,1.0,1.0,49
6.0,-73.95885,1.0,2.0,33.0,1.0,255.0,163
2.0,-73.94647,0.0,3.0,70.0,2.0,157.0,70
20.0,-73.94195,1.0,13.0,4.0,4.0,365.0,199
118.0,-73.84506,1.0,3.0,30.0,1.0,55.0,60
6.0,-73.9296,1.0,2.0,15.0,1.0,37.0,100
83.0,-73.89215,1.0,3.0,0.0,1.0,0.0,90
15.0,-73.94916,0.0,1.0,0.0,1.0,0.0,40
14.0,-73.99733,1.0,2.0,70.0,1.0,108.0,160
7.0,-73.99193,1.0,2.0,0.0,1.0,32.0,250
48.0,-73.99146,1.0,3.0,1.0,1.0,0.0,139
28.0,-73.95735,1.0,13.0,7.0,4.0,311.0,133
7.0,-73.98758,0.0,3.0,1.0,1.0,8.0,200
21.0,-73.93201,0.0,1.0,25.0,1.0,0.0,40
2.0,-73.94246,0.0,3.0,3.0,1.0,56.0,65
158.0,-74.11403,0.0,2.0,56.0,4.0,355.0,69
159.0,-73.75937,0.0,1.0,66.0,1.0,51.0,68
47.0,-73.88392,1.0,4.0,2.0,4.0,314.0,115
54.0,-73.92696,0.0,1.0,10.0,3.0,83.0,35
107.0,-73.73098,0.0,1.0,0.0,1.0,175.0,50
2.0,-73.95159,1.0,5.0,14.0,1.0,66.0,150
26.0,-73.98218,1.0,13.0,0.0,4.0,364.0,89
21.0,-73.94037,1.0,1.0,7.0,2.0,5.0,250
24.0,-73.96083,0.0,1.0,54.0,3.0,343.0,62
12.0,-73.94817,1.0,3.0,3.0,1.0,195.0,299
19.0,-73.98291,1.0,1.0,0.0,1.0,0.0,450
6.0,-73.92155,0.0,2.0,5.0,1.0,48.0,65
4.0,-73.9503,0.0,1.0,0.0,1.0,0.0,195
8.0,-73.98615,1.0,13.0,0.0,4.0,330.0,333
7.0,-73.99009,1.0,1.0,0.0,1.0,0.0,850
14.0,-73.9962,1.0,5.0,0.0,1.0,0.0,300
2.0,-73.95817,0.0,13.0,2.0,3.0,333.0,59
11.0,-74.00416,0.0,13.0,13.0,1.0,282.0,89
30.0,-73.94015,0.0,2.0,0.0,1.0,343.0,60
12.0,-73.94671,0.0,2.0,1.0,1.0,358.0,477
4.0,-73.94272,0.0,1.0,70.0,2.0,81.0,98
111.0,-74.00391,0.0,1.0,26.0,4.0,0.0,40
2.0,-73.95473,0.0,2.0,70.0,3.0,101.0,45
16.0,-73.97965,0.0,1.0,3.0,1.0,108.0,75
84.0,-73.8904,1.0,4.0,54.0,1.0,344.0,63
8.0,-73.97318,1.0,2.0,13.0,1.0,0.0,220
2.0,-73.94227,2.0,1.0,8.0,1.0,180.0,200
6.0,-73.93502,0.0,1.0,70.0,1.0,34.0,59
19.0,-73.97994,1.0,1.0,0.0,1.0,0.0,170
7.0,-73.99438,1.0,13.0,5.0,4.0,346.0,80
6.0,-73.95187,0.0,2.0,17.0,1.0,115.0,75
95.0,-73.85653,0.0,2.0,21.0,2.0,0.0,39
11.0,-74.00231,1.0,3.0,3.0,1.0,0.0,168
40.0,-73.99083,1.0,3.0,2.0,1.0,242.0,375
15.0,-73.95812,1.0,3.0,12.0,1.0,4.0,100
44.0,-73.91137,0.0,1.0,11.0,3.0,68.0,75
15.0,-73.93968,1.0,4.0,56.0,1.0,343.0,80
25.0,-73.94106,0.0,1.0,0.0,3.0,361.0,101
6.0,-73.92373,0.0,3.0,19.0,1.0,90.0,230
14.0,-74.0029,1.0,1.0,1.0,1.0,0.0,200
124.0,-73.82185,0.0,3.0,19.0,4.0,278.0,38
14.0,-73.99227,0.0,1.0,1.0,4.0,324.0,100
6.0,-73.94541,1.0,2.0,70.0,1.0,116.0,125
19.0,-73.99054,0.0,1.0,0.0,1.0,0.0,85
8.0,-73.97764,0.0,1.0,17.0,1.0,0.0,54
64.0,-73.99688,1.0,13.0,70.0,1.0,0.0,346
12.0,-73.95241,0.0,4.0,1.0,1.0,5.0,65
127.0,-73.85003,0.0,2.0,2.0,3.0,47.0,36
30.0,-73.94156,0.0,2.0,38.0,3.0,21.0,65
59.0,-73.9,0.0,3.0,45.0,4.0,59.0,79
28.0,-73.9474,1.0,2.0,3.0,1.0,0.0,150
7.0,-73.99826,0.0,1.0,24.0,4.0,165.0,179
39.0,-73.91989,1.0,4.0,0.0,2.0,0.0,130
22.0,-73.96314,0.0,1.0,1.0,2.0,24.0,59
28.0,-73.95599,1.0,13.0,5.0,3.0,177.0,145
14.0,-73.99456,1.0,13.0,1.0,4.0,240.0,244
21.0,-73.91347,0.0,2.0,2.0,1.0,0.0,55
68.0,-73.98544,2.0,1.0,70.0,2.0,0.0,49
21.0,-73.90525,2.0,13.0,0.0,4.0,365.0,40
54.0,-73.9506,0.0,1.0,0.0,1.0,0.0,20
138.0,-73.90886,1.0,1.0,0.0,1.0,0.0,85
12.0,-73.94532,0.0,3.0,5.0,1.0,0.0,77
37.0,-73.8238,0.0,1.0,0.0,4.0,71.0,100
11.0,-74.00462,1.0,13.0,51.0,1.0,298.0,140
12.0,-73.94989,1.0,2.0,0.0,1.0,0.0,200
53.0,-73.99805,0.0,5.0,1.0,1.0,0.0,95
14.0,-74.0031,0.0,1.0,0.0,4.0,355.0,199
21.0,-73.92309,0.0,1.0,1.0,1.0,0.0,35
28.0,-73.95919,1.0,4.0,34.0,1.0,4.0,230
21.0,-73.92149,0.0,4.0,3.0,2.0,5.0,50
6.0,-73.93863,0.0,2.0,23.0,4.0,0.0,50
1.0,-73.9888,0.0,2.0,1.0,1.0,0.0,30
12.0,-73.96445,1.0,5.0,18.0,1.0,5.0,190
16.0,-73.97666,1.0,13.0,0.0,1.0,341.0,135
28.0,-73.94996,1.0,13.0,5.0,4.0,289.0,240
12.0,-73.96341,0.0,2.0,6.0,1.0,2.0,50
15.0,-73.92414,0.0,1.0,64.0,4.0,63.0,64
3.0,-73.96692,1.0,10.0,6.0,1.0,11.0,126
7.0,-73.98916,1.0,2.0,5.0,1.0,0.0,199
49.0,-73.91009,0.0,4.0,54.0,2.0,24.0,38
21.0,-73.92626,0.0,1.0,0.0,1.0,0.0,60
7.0,-73.9868,1.0,13.0,4.0,1.0,0.0,98
27.0,-74.00396,1.0,2.0,9.0,1.0,6.0,225
30.0,-73.93842,1.0,8.0,4.0,1.0,0.0,80
37.0,-73.8206,0.0,2.0,70.0,2.0,0.0,41
8.0,-73.96404,1.0,13.0,0.0,1.0,0.0,145
14.0,-74.0016,1.0,3.0,35.0,1.0,69.0,199
12.0,-73.96011,0.0,1.0,1.0,1.0,0.0,49
51.0,-73.94934,0.0,3.0,51.0,1.0,40.0,64
1.0,-73.98409,1.0,2.0,0.0,1.0,178.0,350
23.0,-73.98482,0.0,1.0,0.0,1.0,0.0,43
